docid	hathi_author	hathi_title	authordate	birthyear	deathyear	chi_date	ukw_date	copyright_date	firstpub	datewrong	nationality	nonficprob	distances	copyright_corpus	manual_corpus	us_national	pubdate_known	authof3ormore	tokens	pagesinchunk	tokensperpage	omnibus
njp.32101065704692	Quin	The old plantation home : a story of southern life just after the war							1899			0.193189875600094		False	False	False	False	False	18832	96	196.167	False
uc2.ark+=13960=t2g73gm41	Mathew, Frank James	Defender of the faith	1865-1924.	1865.0					1899			0.284560439707371		False	False	False	False	False	22233	258	86.174	False
nnc1.0036742929	Sienkiewicz, Henryk	Knights of the cross; or, Krzyzacy;	1846-1916.	1846.0					1899			0.089789881083253		False	False	False	False	False	63770	390	163.513	False
uva.x030809263	Betham-Edwards, Matilda	The lord of the harvest	1836-1919.	1836.0					1899			0.080723644255525		False	False	False	False	False	28249	240	117.704	False
mdp.39015082174213	Alger, Horatio	Adrift in New York, or, Tom and Florence braving the world	1832-1899.	1832.0					1899			0.059696736148868		False	False	False	False	False	31024	224	138.5	False
mdp.39015042245939	Brooks, Edward	The story of the Aeneid	1831-1912.	1831.0					1899			0.526901354374012		False	False	False	False	False	36841	329	111.979	False
uva.x002649839	Edwardson, E	The courteous knight and other tales : borrowed from Spenser & Malory							1899			0.117635901272981		False	False	False	False	False	22683	150	151.22	False
nyp.33433074942503	Carey, Rosa Nouchette	Life's trivial round	1840-1909.	1840.0					1899			0.021857788151914		False	False	False	False	False	33839	246	137.557	False
mdp.39015025926380	Freeman, Mary Eleanor (Wilkins), Mrs	In colonial times; the adventures of Ann, the bound girl of Samu	1852-1930.	1852.0	1930.0		1899.0		1899	25.2	us	0.0	71.3269654408792	False	True	True	True	True	13009	110	118.264	False
uc1.b4104305	Roberts, Morley	The colossus; a story of to-day	1857-1942.	1857.0					1899			0.082351376334469		False	False	False	False	False	35365	267	132.453	False
uc2.ark+=13960=t3pv6bn2b	Crowninshield, Schuyler, Mrs	San Isidro	d. 1913.						1899			0.101938692315857		False	False	False	False	False	39032	268	145.642	False
nyp.33433074869755	Rita	Good Mrs. Hypocrite; a study in self-righteousness	1860-1938.	1860.0					1899			0.057429820544343		False	False	False	False	False	20847	231	90.247	False
njp.32101072040148	Harrison, Burton, Mrs	A triple entanglement	1843-1920.	1843.0					1899			0.162150494730527		False	False	False	False	False	35269	228	154.689	False
nyp.33433076065204	Benning, Howe	At opening doors							1899			0.356036470914429		False	False	False	False	False	42719	297	143.835	False
uc1.b2923997	Garnett, Richard	The universal anthology; a collection of the best literature, ancient, mediæval and modern	1835-1906.	1835.0					1899			0.441760100070059		False	False	False	False	False	86688	348	249.103	False
nyp.33433074935127	Capes, Bernard Edward Joseph	At a winter's fire	d. 1918.						1899			0.399293489864055		False	False	False	False	False	31775	252	126.091	False
uc2.ark+=13960=t08w38m74	Otis, James	With the Swamp Fox;	1848-1912.	1848.0					1899			0.607193908671808		False	False	False	False	False	32160	263	122.281	False
njp.32101067190726	Pérez Galdós, Benito	Saragossa; a story of Spanish valor;	1843-1920.	1843.0					1899			0.267244986868961		False	False	False	False	False	40382	300	134.607	False
inu.39000005822239	MacManus, Seumas	Through the turf smoke : the love, lore and laughter of old Ireland	1869-1960.	1869.0					1899			0.110144431472478		False	False	False	False	False	27572	251	109.849	False
nyp.33433075744742	Oxenham, John	God's prisoner; a story	1852-1941.	1852.0					1899			0.189638550074921		False	False	False	False	False	47680	265	179.925	False
uc2.ark+=13960=t1hh6k114	Balzac, Honoré de	A prince of Bohemia and other stories							1899			0.271929962140942		False	False	False	False	False	67403	334	201.805	False
uc2.ark+=13960=t6rx9428d	Winfield, Arthur M	The Rover boys on the ocean		1862.0					1899					False	False	False	True	False	26801	217	123.507	False
njp.32101067626174	Jr., Alger, Horatio	Adrift in New York	1832-1899.	1832.0					1899			0.137965065386229		False	False	False	False	False	16285	103	158.107	False
uc2.ark+=13960=t9x05zp8z	Blaydes, R. O	Lady Eve							1899			0.720593679242081		False	False	False	False	False	3989	36	110.806	False
uc2.ark+=13960=t56d5qt6d	Juan Manuel	Count Lucanor							1899			0.742902284500406		False	False	False	False	False	36247	220	164.759	False
nyp.33433076018476	Twain, Mark	Following the equator; a journey around the world	1835-1910.	1835.0					1899			0.697905951698697		False	False	False	False	False	46181	276	167.322	False
mdp.39015031242921	Kipling, Rudyard	The strange ride of Morrowbie Jukes	1865-1936.	1865.0					1899			0.197257711181251		False	False	False	False	False	5731	80	71.638	False
uc2.ark+=13960=t6542qk5v	Hornung, E. W. (Ernest William)	The amateur cracksman	1866-1921.	1866.0					1899			0.197495088398722		False	False	False	False	False	31280	262	119.389	False
uc1.b3325677	Remington, Frederic	Sundown Leflare;	1861-1909.	1861.0					1899			0.658440909948294		False	False	False	False	False	10647	128	83.18	False
nyp.33433082347752	Otis, James	Down the slope	1848-1912.	1848.0					1899			0.0489229134088		False	False	False	False	False	39855	235	169.596	False
mdp.39015008968631	Hardy, Thomas	The hand of Ethelberta	1840-1928.	1840.0					1899			0.157493551614266		False	False	False	False	False	79569	402	197.933	False
uva.x004123680	Harland, Marion	When grandmamma was new; the story of a Virginia childhood	1830-1922.	1830.0					1899			0.107635876682585		False	False	False	False	False	28654	267	107.318	False
mdp.39015055392685	Kellogg, Elijah	The sophomores of Radcliffe; or, James Trafton and his bosom friends	1813-1901.	1813.0					1899			0.302582779645678		False	False	False	False	False	35923	247	145.437	False
uc2.ark+=13960=t88g8g79m	Pinson, William Washington	In white and black;							1900			0.078723946906447		False	False	False	False	False	36111	300	120.37	False
uc1.32106013464372	Queirós, Eça de	The sin of Father Amaro	1845-1900.	1845.0					1900			0.189645541251667		False	False	False	False	False	83330	288	289.34	False
mdp.39015063546272	Davis, William Stearns	A friend of Caesar : a tale of the fall of the Roman republic, time, 50-47 B. C		1877.0					1900		us			False	False	True	True	True	83329	423	196.995	False
wu.89095152047	Bacheller, Irving Addison	Eben Holden's last day a-fishing	1859-1950.	1859.0	1950.0	1900.0			1900	7.3	us	0.051301606209159	64.8388675849267	False	True	True	True	True	5688	59	96.407	False
mdp.39076002630304	Coolidge, Susan	Two girls	1835-1905.	1835.0					1900			0.060849743290376		False	False	True	True	True	7506	60	125.1	False
uc2.ark+=13960=t4zg6jt1j	Knowles, Marion Miller	Shamrock and wattle bloom							1900			0.194858911868807		False	False	False	False	False	46443	174	266.914	False
aeu.ark+=13960=t5h99mx6s	Saunders, Marshall	Her sailor a love story	1861-1947.	1861.0					1900					False	False	False	False	False	39343	284	138.532	False
uc2.ark+=13960=t6tx35r1r	Seltzer, Charles Alden	The great Western special; 3 complete western novels	1875-1942.	1875.0					1900					False	False	False	False	False	115353	878	131.382	True
nyp.33433074945605	Colville, W. J. (William Juvenal)	Onesimus Templeton : a psychical romance	1862-1917.	1862.0					1900			0.47985503642615		False	False	False	False	False	47575	215	221.279	False
nyp.33433074876198	MacIlwaine, Herbert C	Fate the fiddler							1900			0.239024479743663		False	False	False	False	False	54961	304	180.793	False
nyp.33433074853254	Hayes, Frederick W. (Frederick William)	A Kent squire; being a record of certain adventures of Ambrose Gwynett, esquire of Thornhaugh	1848-1918.	1848.0					1900			0.157088731858199		False	False	False	False	False	91827	466	197.054	False
uc2.ark+=13960=t8mc8sg44	Judd, Alfred	In quest of peril : being the thrilling adventures of Major Brand, his son Dick, and trusty Tim O'Flannel in all parts of the world							1900					False	False	False	False	False	37710	272	138.64	False
nyp.33433076053523	Sage, William	Robert Tournay; a romance of the French revolution	1864-	1864.0		1900.0			1900	4.8	us	0.153663124852703	41.9698456265209	False	True	True	True	True	51100	327	156.269	False
njp.32101067630341	Brooks, Sarah Warner	Poverty knob	1822-1906.	1822.0					1900			0.215468961875675		False	False	False	False	False	20036	182	110.088	False
uc2.ark+=13960=t2t43tt2z	Balzac, Honoré de	Honor?? de Balzac							1900			0.418024131522038		False	False	False	False	False	82113	338	242.938	False
uc2.ark+=13960=t5r78822m	Holdsworth, Annie E	The valley of the great shadow	1857-	1857.0					1900			0.027551448705078		False	False	False	False	False	33800	224	150.893	False
njp.32101019500063	Bennett, Arnold	Leonora : a novel	1867-1931.	1867.0					1900			0.059727870063899		False	False	False	False	False	37854	267	141.775	False
uc1.$b249282	Birmingham, George A	The search party	1865-1950.	1865.0					1900			0.298599276680795		False	False	False	False	False	46006	256	179.711	False
nyp.33433074896204	MacManus, Seumas	The bewitched fiddle, and other Irish tales	1869-1960.	1869.0					1900			0.263248349568029		False	False	False	False	False	21407	210	101.938	False
pst.000006207175	Warner, Charles Dudley	Complete writings	1829-1900.	1829.0					1900			0.35516483687218		False	False	False	False	False	51123	311	164.383	False
njp.32101073371880	Caine, Hall, Sir	A son of Hagar ; She's all the world to me	1853-1931.	1853.0					1900			0.047136793315644		False	False	False	False	False	100134	395	253.504	False
nyp.33433076060312	Parker, Clara	An eventful night; a comedy of a western mining town							1900			0.229397642410331		False	False	False	False	False	16949	135	125.548	False
nyp.33433043796972	Bacon, Daniel	Some boyhood friends							1900			0.41423780833065		False	False	False	False	False	4285	38	112.763	False
mdp.39015063974961	Weyman, Stanley John	A gentleman of France; being the memoirs of Gaston de Bonne, Sieur de Marsac	1855-1928.	1855.0					1900			0.059170004222668		False	False	False	False	False	88299	366	241.254	False
uc2.ark+=13960=t88g8jg3p	Holyoake, George Jacob	Sixty years of an agitator's life							1900			0.876446026373254		False	False	False	False	False	62385	276	226.033	False
uc2.ark+=13960=t0gt5hw24	Davenport, R. A	Perilous adventures							1900			0.486751770469068		False	False	False	False	False	50533	274	184.427	False
uc2.ark+=13960=t39020x7n	Barry, William Francis	Arden Massiter	1849-1930.	1849.0					1900			0.035799648010506		False	False	False	False	False	65892	329	200.28	False
uc1.b4369038	Green, Anna Katharine	A difficult problem, The staircase at the Heart's Delight, and other stories	1846-1935.	1846.0					1900			0.126015682114005		False	False	False	False	False	32116	283	113.484	False
nyp.33433082333125	Jackson, Gabrielle E. (Gabrielle Emilie)	Pretty Polly Perkins	b. 1861.	1861.0					1900			0.077968319195206		False	False	True	True	True	41655	254	163.996	False
uc1.b3331900	Ogden, Ruth	A loyal little red-coat : a story of child-life in New York a hundred years ago	1853-1927.	1853.0					1900			0.117070549317831		False	False	False	False	False	39039	183	213.328	False
coo1.ark+=13960=t24b3n565	Lawson, W. B	Dashing Diamond Dick, or, The Tigers of Tombstone							1900					False	False	False	False	False	14367	32	448.969	False
nyp.33433074818281	Landon, Melville D. (Melville De Lancey)	Comical hits by famous wits; comprising wit, humor, pathos, ridicule, satire	1839-1910,	1839.0					1900			0.648176971241268		False	False	False	False	False	101569	546	186.024	False
uc1.b3331939	Loomis, Charles Battell	Yankee enchantments	1861-1911.	1861.0					1900			0.186783915342074		False	False	False	False	False	22913	279	82.125	False
nyp.33433082463344	Caddick, Helen	A white woman in central Africa							1900			0.987441494812625		False	False	False	False	False	22462	235	95.583	False
mdp.39015049991162	Queirós, Eça de	The tragedy of the street of flowers	1845-1900.	1845.0					1900			0.178890022370142		False	False	False	False	False	67213	288	233.378	False
uc2.ark+=13960=t6154kb2g	West, Julian	My afterdream							1900			0.073880833886192		False	False	False	False	False	26862	212	126.708	False
uc1.b3132686	Quiller-Couch, Arthur Thomas, Sir	The world's heroes; a storehouse of heroic actions, golden deeds and stirring chronicles	1863-1944.	1863.0					1900			0.645913366912286		False	False	False	False	False	39790	137	290.438	False
nyp.33433043826373	Williams, Benjamin W	The widow Robinson and other sketches							1900			0.100861331374899		False	False	False	False	False	11369	105	108.276	False
njp.32101063606436	Corning, J. Leonard (James Leonard)	The Princess Ahmedée ; a romance of Heidelberg	1855-	1855.0					1900			0.243160719629677		False	False	False	False	False	25413	267	95.18	False
nyp.33433076051378	Mann, Rufus	The prelude and the play							1900			0.200460096859826		False	False	False	False	False	57980	347	167.089	False
loc.ark+=13960=t9c54gr12	Moore, John Trotwood	Ole Mistis	1858-1929.	1858.0					1900			0.364534212985517		False	False	False	False	False	45283	304	148.957	False
uc2.ark+=13960=t39020817	Harte, Bret	From sand-hill to pine	1836-1902.	1836.0					1900			0.111941413351773		False	False	False	False	False	38169	308	123.925	False
uva.x030802549	Brooks, Elbridge Streeter	With Lawton and Roberts; a boy's adventures in the Philipinnes and the Transvaal	1846-1902.	1846.0					1900			0.111678361886803		False	False	False	False	False	38256	278	137.612	False
inu.30000121037067	Robinson, Rowland Evans	Uncle Lisha's shop and A Danvis pioneer;	1833-1900.	1833.0					1900			0.162752462260883		False	False	False	False	False	56689	208	272.543	False
uc2.ark+=13960=t5n874q2h	Carus, Harriett Hunt	Hearthside Sketches							1900			0.277594791017542		False	False	False	False	False	16873	105	160.695	False
nyp.33433082174743	Altsheler, Joseph A. (Joseph Alexander)	In hostile red : a romance of the Monmouth campaign	1862-1919.	1862.0					1900			0.058866420599108		False	False	True	True	True	45908	279	164.545	False
wu.89088300280	Parker, Gilbert, Sir	An unpardonable liar	1862-1932.	1862.0					1900			0.048865883021548		False	False	False	False	False	13291	155	85.748	False
uc2.ark+=13960=t94749x84	Scott, Stanley	Tales of bohemia, taverns, and the underworld							1900					False	False	False	False	False	69904	263	265.795	False
nyp.33433076074917	Lloyd, Nelson	The chronic loafer	1873-1933.	1873.0					1900			0.38895277819196		False	False	False	False	False	34438	215	160.177	False
uc2.ark+=13960=t3bz62k8z	Robertson, Harrison	Red blood and blue	1856-1939.	1856.0					1900			0.095947858392872		False	False	False	False	False	33123	272	121.776	False
uc2.ark+=13960=t2t43mf6g	Connor, Ralph	The sky pilot	1860-1937.	1860.0					1900			0.063849538386921		False	False	False	False	False	25678	258	99.527	False
nyp.33433075728604	Fletcher, J. S. (Joseph Smith)	The Herapath property	1863-1935.	1863.0	1935.0		1900.0		1900	20.6	uk	0.0	44.6072153696458	False	True	False	True	True	43064	267	161.288	False
nyp.33433076081201	Dendron, Bertram	The man in the moon, or, The unexpected							1901			0.589390057742699		False	False	False	False	False	5023	89	56.438	False
uva.x000774018	Quiller-Couch, Arthur Thomas, Sir	Historical tales from Shakespeare	1863-1944.	1863.0					1901			0.232127525917928		False	False	False	False	False	55862	375	148.965	False
mdp.39015059452477	Torrey, Bradford	Footing it in Franconia	1843-1912.	1843.0					1901			0.806782537508946		False	False	False	False	False	27744	219	126.685	False
uva.x030801003	Post, Melville Davisson	Dwellers in the hills. [a novel]	1871-1930.	1871.0	1930.0	1901.0			1901	29.5	us	0.122643833624186	46.8872737099947	False	True	True	True	False	28944	240	120.6	False
nyp.33433067413520	Twain, Mark	see Old Catalog	1835-1910.	1835.0					1901			0.04478283536698		False	False	False	False	False	39326	284	138.472	False
nyp.33433082303581	Clapp, Eva Katherine	Zauberlinda, the wise witch;	1857-1916.	1857.0					1901			0.028835987629124		False	False	False	False	False	13120	235	55.83	False
uc2.ark+=13960=t54f1p518	Tschudi, Clara	Elizabeth	1859-	1859.0					1901			0.606448594788619		False	False	False	False	False	28349	226	125.438	False
uc2.ark+=13960=t56d5xd8g	Woodruff, Press	A bundle of sunshine;							1901			0.792168178854505		False	False	False	False	False	40856	340	120.165	False
nyp.33433074937347	Bateman, May Geraldine Frances	The altar of life							1901			0.094798374681205		False	False	False	False	False	42789	267	160.258	False
uc2.ark+=13960=t8kd1z195	Von Arnim, Elizabeth	The benefactress	1866-1941.	1866.0					1901			0.163984468115502		False	False	False	False	False	67093	359	186.889	False
uc2.ark+=13960=t80k28f74	Foster, Mary Louise	The story of Sarah	1873-1910.	1873.0					1901			0.14412842726914		False	False	False	False	False	65521	363	180.499	False
nyp.33433074833280	Blissett, Nellie K	From the unsounded sea : a romance							1901			0.020936904276746		False	False	False	False	False	41896	268	156.328	False
uc1.b3321698	Besant, Walter, Sir	The ten years' tenant : and other stories	1836-1901.	1836.0					1901			0.203127868454732		False	False	False	False	False	65045	274	237.391	False
uc2.ark+=13960=t6639m64t	Pennoyer, Virginia E	Rodari, sculptor							1901			0.059400375343684		False	False	False	False	False	7999	76	105.25	False
nyp.33433082539390	Habberton, John	Some boy's doings	1842-1921.	1842.0					1901			0.501363679524234		False	False	False	False	False	28056	220	127.527	False
uc2.ark+=13960=t1td9q214	Morris, Clara	Life on the stage;	1848-1925.	1848.0					1901			0.31986044197639		False	False	False	False	False	79692	352	226.398	False
uc2.ark+=13960=t4nk37r4g	Bourget, Paul	The screen	1852-1935.	1852.0					1901			0.267177558046913		False	False	False	False	False	13433	156	86.109	False
dul1.ark+=13960=t5gb2ss8d	Wells, H. G. (Herbert George)	The first men in the moon	1866-1946.	1866.0					1901			0.526662957851051		False	False	False	False	False	38381	308	124.614	False
uc1.b3796965	Barber, Margaret Fairless	The complete works of Michael Fairless [pseud.] with a biographical note by M. E. Dowson	1869-1901.	1869.0					1901			0.299142580889032		False	False	False	False	False	41511	288	144.135	True
uc2.ark+=13960=t6g16345v	Spofford, Harriet Elizabeth Prescott, Mrs	The children of the valley	1835-1921.	1835.0					1901			0.041073967562865		False	False	False	False	False	12365	87	142.126	False
wu.89098024201	Faber, Christine	An original girl	1849-1918.	1849.0					1901			0.222465872143974		False	False	False	False	False	94378	640	147.466	False
nyp.33433082532098	Doyle, Martha Claire MacGowan, Mrs	My friend Jim; a story of real boys and for them	1869-	1869.0					1901			0.149992858440073		False	False	False	False	False	19318	182	106.143	False
mdp.39076002266356	Champney, Elizabeth W. (Elizabeth Williams)	A daughter of the Huguenots	1850-1922.	1850.0					1901			0.176604852780789		False	False	True	True	True	37776	288	131.167	False
dul1.ark+=13960=t06x01g0n	Gilman, Bradley	Back to the soil or, From tenement house to farm colony	1857-1932.	1857.0					1901			0.649814662121368		False	False	False	False	False	24908	220	113.218	False
mdp.39015063865045	Menefee, Maud	Child stories from the masters							1901			0.048167669254684		False	False	False	False	False	7308	96	76.125	False
mdp.39015063525730	Barbour, Ralph Henry	Captain of the crew	1870-1944.	1870.0					1901			0.17819262181806		False	False	False	False	False	37829	252	150.115	False
nyp.33433075749378	Pain, Barry	De omnibus	1864-1928.	1864.0					1901			0.591379471720496		False	False	False	False	False	11953	126	94.865	True
nyp.33433076046311	White, Stewart Edward	The claim jumpers : a romance	1873-1946.	1873.0					1901			0.057140537618948		False	False	False	False	False	29716	252	117.921	False
loc.ark+=13960=t3dz0jr0g	Fox, John	Blue-grass and rhododendron;	1863-1919.	1863.0					1901			0.747528909116945		False	False	False	False	False	35247	286	123.241	False
pst.000006085162	Herrick, Robert	Jock O'dreams	1868-1938.	1868.0					1901			0.079602605649151		False	False	False	False	False	51147	304	168.247	False
nyp.33433075765978	Pemberton, Max, Sir	Love, the harvester; being a story of the gleaners in the winter of the year, and of those that went a hunting in the days when George the Third was king	1863-1950.	1863.0					1901			0.093998141241451		False	False	False	False	False	19894	182	109.308	False
nyp.33433044564726	Pallander, Edwin	The log of an island wanderer, notes of travel in the eastern Pacific							1901			0.599438291604285		False	False	False	False	False	35516	313	113.47	False
nyp.33433075768881	Teskey, Adeline Margaret	Where the sugar maple grows; idylls of a Canadian village	1853-1924.	1853.0					1901			0.243283544211616		False	False	False	False	False	26834	231	116.165	False
uc2.ark+=13960=t7dr2qn2z	White, Stewart Edward	The westerners	1873-1946.	1873.0					1901			0.019902758864531		False	False	False	False	False	54647	294	185.874	False
uc2.ark+=13960=fk18k74x7p	Fraser, William Alexander	The outcasts	1859-1933.	1859.0					1901			0.027383065574431		False	False	False	False	False	11883	142	83.683	False
nc01.ark+=13960=t5t72dt7w	Thornton, Marcellus Eugene	The lady of New Orleans							1901			0.694765377081351		False	False	False	False	False	68326	281	243.153	False
uc2.ark+=13960=t6zw1bq4z	Bowles, Mamie	The supreme sacrifice or Gillette's marriage							1901			0.081829502640184		False	False	False	False	False	47861	276	173.409	False
njp.32101068972080	Kirk, Ellen Olney	Our Lady Vanity	1842-1928.	1842.0					1901			0.051523668165573		False	False	False	False	False	49231	300	164.103	False
nnc1.1002109450	Browne, George Waldo	The hero of the hills ; a tale of the captive-ground, St. Francis, and life in the northern wilderness in the days of the pioneers	1851-1930.	1851.0					1901			0.138265347122834		False	False	False	False	False	41833	276	151.569	False
mdp.39015059408545	Horton, George	Like another Helen	1860-1942.	1860.0					1901			0.26287307367057		False	False	False	False	False	42388	352	120.42	False
coo.31924022439305	Norris, Frank	The octopus; a story of California	1870-1902.	1870.0					1901			0.153962089960836		False	False	False	False	False	57364	288	199.181	False
nyp.33433075741912	Rhys, Grace Little	The wooing of Sheila	1865-1929.	1865.0					1901			0.046728643408733		False	False	False	False	False	38447	252	152.567	False
nyp.33433084128903	Barton, William Eleazar, 1861-1930	A hero in homespun; a tale of the loyal South	1861-1930.	1861.0					1901			0.425459820184407		False	False	False	False	False	59221	334	177.308	False
uc2.ark+=13960=t0ms3n32m	Mighels, Philip Verrill	When a witch is young;	1869-1911.	1869.0					1901			0.065691314266159		False	False	False	False	False	62957	364	172.959	False
mdp.39015059418536	pseud. Kayme, Sargent	Anting-anting stories, and other strange tales of the Filipinos							1901			0.652729529558104		False	False	False	False	False	22642	216	104.824	False
uc2.ark+=13960=fk54f1mv5t	Thanet, Octave	The heart of toil	1850-1934.	1850.0					1901			0.001748931422046		False	False	False	False	False	24759	187	132.401	False
nyp.33433082363346	Diehl, Anna T. Randall, Mrs	The story of Jennie O'Neil Potter							1901			0.506678672775006		False	False	False	False	False	21292	166	128.265	False
nyp.33433074850292	Gwynn, Stephen Lucius	The old knowledge	1864-1950.	1864.0					1901			0.092489538216138		False	False	False	False	False	39512	272	145.265	False
mdp.39015008394358	de France, Marie	Marie de France: seven of her lays done into English	active 12th century.						1901			0.571296576087008		False	False	False	False	False	23256	176	132.136	False
nyp.33433082359310	Otis, James	With the regulators. A story of North Carolina in 1768	1848-1912.	1848.0					1901			0.410301900985498		False	False	False	False	False	31274	274	114.139	False
uc2.ark+=13960=t3pv6cw0x	Kester, Vaughan	The manager of the B. & A	1869-1911.	1869.0					1901			0.138375208763353		False	False	True	True	True	38760	238	162.857	False
uc2.ark+=13960=t10p1525q	Samson, John	In the dictator's grip;	1848-1905.	1848.0					1901			0.167260087736105		False	False	False	False	False	49430	240	205.958	False
njp.32101064787755	Benson, B. K. (Blackwood Ketcham)	A friend with the countersign	b. 1845.	1845.0					1901			0.353153719191145		False	False	False	False	False	78474	400	196.185	False
uc2.ark+=13960=t8gf0pj84	Eir?_kr Magn?_sson	Three northern love stories							1901			0.048669974383387		False	False	False	False	False	27920	240	116.333	False
nyp.33433074815261	Bryant, Marguerite	The Princess Cynthia							1901			0.035091993655318		False	False	False	False	False	51497	348	147.98	False
nyp.33433082513973	Imhaus, Elizabeth Vigoureux	Exiled by the world : a story of the heart							1901			0.071375192155913		False	False	False	False	False	45433	352	129.071	False
mdp.39015063753712	Atherton, Gertrude Franklin Horn	The doomswoman; an historical romance of California	1857-1948.	1857.0					1901			0.129067003130251		False	False	False	False	False	29532	224	131.839	False
nyp.33433074791322	Perry, George B. (George Bone)	Slings and arrows : tales, sketches and verses, grave and gay : First series	1846-1905.	1846.0					1901			0.412310229990894		False	False	False	False	False	29123	196	148.6	False
nyp.33433082530944	Eggleston, George Cary	Camp Venture, a story of the Virginia mountains;	1839-1911.	1839.0					1901			0.450045274054613		False	False	False	False	False	46193	332	139.136	False
uc2.ark+=13960=t6nz82z0d	Nevinson, Henry Woodd	The plea of Pan	1856-1941.	1856.0					1901			0.41526398471404		False	False	False	False	False	19481	176	110.688	False
uc2.ark+=13960=t00z74h4d	Blaisdell, Etta Austin	The child life fifth reader							1902			0.480596897384147		False	False	False	False	False	46607	310	150.345	True
uc1.31822038205274	Oxley, J. Macdonald (James Macdonald)	Norman's nugget	1855-1907.	1855.0					1902			0.109184700062117		False	False	False	False	False	30212	249	121.3	False
uc2.ark+=13960=t8sb42t4m	Lenotre, G	The house of the Combrays;							1902			0.750636695734046		False	False	False	False	False	44969	270	166.552	False
mdp.39015024521471	Harte, Bret	The best short stories of Bret Harte;	1836-1902.	1836.0					1902			0.108429795921588		False	False	False	False	False	89173	423	210.811	False
uc2.ark+=13960=t0js9rn0q	Ridge, W. Pett (William Pett)	A Son of the state	d. 1930.						1902			0.489597370341916		False	False	False	False	False	35674	102	349.745	False
mdp.39015059377476	Hichens, Robert	Felix; three years in a life	1864-1950.	1864.0					1902			0.076502269301795		False	False	False	False	False	99448	359	277.014	False
uc2.ark+=13960=t7zk56t0d	Johnston, Annie F. (Annie Fellows)	The Little Colonel's hero	1863-1931.	1863.0	1931.0	1906.0			1902	6.8	us	0.196194696466634	51.8133363605799	False	True	True	True	True	33503	251	133.478	False
nyp.33433076022023	Stillman, Annie Raymond	Fool's gold : a study in values : a novel	1855-	1855.0					1902			0.030841374199611		False	False	False	False	False	46075	265	173.868	False
nyp.33433074961727	Oppenheim, E. Phillips (Edward Phillips)	Enoch Strone : a master of men	1866-1946.	1866.0					1902			0.042067667521687		False	False	False	False	False	40865	256	159.629	False
nyp.33433074946793	Clouston, J. Storer (Joseph Storer)	Adventures of M. d'Haricot	1870-1944.	1870.0					1902			0.099919235262144		False	False	False	False	False	40662	310	131.168	False
mdp.39015009224133	[Wiechmann, Ferdinand Gerhard]	Maid of Montauk [a story]	1858-1919.	1858.0					1902			0.083639456206713		False	False	False	False	False	20261	151	134.179	False
uc2.ark+=13960=t0dv1f94v	Denison, Mary A. (Mary Andrews)	The yellow violin	1826-1911.	1826.0					1902			0.04827565487254		False	False	False	False	False	35198	270	130.363	False
uc1.b3322072	Ford, Paul Leicester	Wanted : a chaperon	1865-1902.	1865.0					1902			0.046465654191149		False	False	False	False	False	7563	123	61.488	False
nyp.33433076075708	Lynde, Francis	The master of Appleby; a novel concerning itself in part with the great struggle in the two Carolinas; but chiefly with the adventures therein of two gentlemen who loved one and the same lady	1856-1930.	1856.0					1902			0.138101660027602		False	False	False	False	False	80717	507	159.205	False
mdp.39076002198757	Lippmann, Julie Mathilde	Sweet P's	1864-	1864.0					1902			0.382439349758182		False	False	False	False	False	24376	164	148.634	False
uc2.ark+=13960=t39021716	Foster, Mabel G	The heart of the doctor							1902			0.118488575119126		False	False	False	False	False	30368	220	138.036	False
uc2.ark+=13960=t8nc5vs7m	Frost, Adelaide Gail	By waysides in India							1902			0.907140081778317		False	False	False	False	False	9812	73	134.411	False
njp.32101063579708	Ade, George	The girl proposition; a bunch of he and she fables	1866-1944.	1866.0					1902			0.166423000291921		False	False	False	False	False	13673	171	79.959	False
mdp.39015063511664	Douglas, Amanda Minnie	A Sherburne quest	1831-1916.	1831.0					1902			0.200961127758568		False	False	False	False	False	61838	311	198.836	False
loc.ark+=13960=t19k4mv2v	McKee, Lanier	The land of Nome;							1902			0.83622599282429		False	False	False	False	False	18770	224	83.795	False
nyp.33433076071244	Harboe, Paul	The son of Magnus	d. 1907.						1902			0.048215105428387		False	False	False	False	False	30253	304	99.516	False
mdp.39015063956836	Stockton, Frank Richard	The magic egg, and other stories	1834-1902.	1834.0					1902			0.246087359619855		False	False	False	False	False	44968	272	165.324	False
nyp.33433074872163	Hudson, W. H. (William Henry)	El Ombú	1841-1922.	1841.0					1902			0.310289992609235		False	False	False	False	False	22288	160	139.3	False
uiuo.ark+=13960=t29898z05	Harte, Bret	ConcepciÃƒÂ³n de ArgÃƒÂ¼ello : (Presidio de San Francisco, 1806)	1836-1902.	1836.0	1902.0		1902.0		1902	27.6	us		109.656303727577	False	True	True	True	True	2308	23	100.348	False
pst.000020005474	Steele, John Washington	Coal oil Johnny : story of his career as told by himself							1902			0.617429255923974		False	False	False	False	False	20977	196	107.0	False
uc2.ark+=13960=t84j0d22k	Bolton, Sarah (Knowles)	Our devoted friend the dog	1841-1916.	1841.0					1902			0.954632873803489		False	False	False	False	False	69098	434	159.212	False
nyp.33433075744064	Sibley, Edwin Day	Stillman Gott : farmer and fisherman							1902			0.238743731256568		False	False	False	False	False	44882	304	147.638	False
